Frame 44: (0, 0), (0, 0), (0, 0), (630, 322), (656, 323), (612, 349), (665, 352), (602, 389), (683, 393), (595, 419), (702, 410), (620, 427), (656, 427), (619, 486), (662, 479), (622, 551), (653, 536)
Frame 45: (0, 0), (0, 0), (0, 0), (0, 0), (658, 326), (613, 354), (668, 353), (602, 393), (684, 396), (586, 424), (702, 418), (622, 436), (657, 432), (630, 509), (662, 485), (634, 578), (652, 535)
Frame 46: (0, 0), (0, 0), (0, 0), (632, 333), (659, 332), (617, 361), (672, 361), (601, 398), (688, 405), (588, 427), (705, 426), (626, 440), (661, 436), (639, 502), (672, 479), (638, 568), (655, 526)
Frame 47: (0, 0), (0, 0), (0, 0), (631, 331), (658, 333), (616, 361), (669, 366), (604, 403), (690, 408), (588, 425), (698, 427), (623, 443), (657, 445), (631, 501), (656, 505), (642, 564), (651, 569)
Frame 48: (0, 0), (0, 0), (0, 0), (630, 331), (657, 334), (616, 359), (668, 366), (602, 400), (690, 407), (589, 429), (698, 424), (625, 441), (657, 444), (634, 501), (656, 508), (642, 565), (651, 575)
Frame 49: (0, 0), (0, 0), (0, 0), (629, 328), (654, 328), (614, 355), (667, 355), (603, 395), (682, 395), (593, 414), (692, 414), (623, 426), (659, 425), (614, 472), (663, 468), (621, 531), (661, 522)
Frame 50: (0, 0), (0, 0), (0, 0), (627, 322), (652, 323), (614, 350), (666, 352), (598, 392), (685, 395), (587, 394), (684, 407), (624, 428), (658, 429), (621, 484), (659, 488), (629, 545), (657, 553)
Frame 51: (0, 0), (0, 0), (0, 0), (626, 319), (651, 318), (614, 348), (665, 347), (597, 385), (680, 387), (598, 377), (685, 401), (625, 416), (659, 417), (622, 469), (663, 476), (626, 522), (659, 537)
Frame 52: (0, 0), (0, 0), (0, 0), (624, 311), (649, 311), (613, 339), (664, 340), (599, 380), (678, 383), (590, 379), (684, 393), (623, 412), (657, 414), (618, 464), (665, 471), (627, 518), (665, 531)
Frame 53: (0, 0), (0, 0), (0, 0), (623, 315), (648, 314), (613, 339), (662, 339), (600, 373), (676, 378), (586, 377), (685, 391), (621, 405), (655, 404), (613, 445), (669, 444), (619, 498), (669, 496)
Frame 54: (0, 0), (0, 0), (0, 0), (620, 314), (647, 313), (609, 340), (661, 340), (592, 373), (678, 377), (581, 387), (684, 400), (618, 406), (652, 405), (618, 460), (659, 455), (627, 517), (664, 509)
Frame 55: (0, 0), (0, 0), (0, 0), (619, 314), (0, 0), (609, 339), (661, 340), (592, 373), (678, 376), (578, 400), (684, 401), (617, 404), (652, 404), (619, 458), (659, 457), (630, 511), (665, 508)
Frame 56: (0, 0), (0, 0), (0, 0), (617, 318), (644, 317), (607, 343), (659, 343), (589, 380), (676, 380), (575, 401), (682, 409), (617, 409), (651, 409), (619, 465), (655, 468), (630, 520), (657, 525)
Frame 57: (0, 0), (0, 0), (0, 0), (616, 323), (641, 321), (606, 349), (656, 345), (590, 385), (672, 384), (574, 410), (687, 403), (620, 415), (653, 410), (620, 475), (660, 457), (629, 540), (669, 507)
Frame 58: (0, 0), (0, 0), (0, 0), (616, 325), (642, 323), (605, 352), (654, 349), (589, 388), (676, 391), (578, 418), (683, 427), (618, 423), (651, 419), (620, 487), (658, 466), (630, 547), (680, 510)
Frame 59: (0, 0), (0, 0), (0, 0), (614, 325), (641, 324), (603, 352), (653, 349), (587, 389), (674, 390), (577, 419), (682, 425), (617, 424), (651, 419), (622, 488), (658, 468), (632, 550), (679, 515)
Frame 60: (0, 0), (0, 0), (0, 0), (616, 324), (642, 322), (604, 352), (655, 347), (590, 392), (674, 390), (579, 431), (685, 424), (616, 425), (650, 419), (622, 489), (656, 465), (630, 552), (670, 508)
Frame 61: (0, 0), (0, 0), (0, 0), (0, 0), (646, 320), (607, 348), (655, 345), (595, 389), (674, 385), (584, 427), (688, 418), (615, 418), (648, 416), (621, 480), (659, 467), (624, 537), (667, 517)
Frame 62: (0, 0), (0, 0), (0, 0), (0, 0), (648, 309), (610, 340), (656, 337), (593, 388), (675, 379), (583, 429), (692, 411), (616, 415), (647, 414), (622, 486), (662, 479), (622, 551), (667, 544)
Frame 63: (0, 0), (0, 0), (0, 0), (623, 305), (648, 306), (611, 336), (659, 335), (595, 382), (678, 376), (587, 414), (690, 400), (616, 412), (647, 411), (621, 480), (654, 477), (630, 546), (652, 543)
Frame 64: (0, 0), (0, 0), (0, 0), (0, 0), (651, 304), (612, 330), (660, 333), (597, 377), (681, 370), (589, 413), (686, 367), (617, 411), (648, 413), (627, 481), (654, 482), (635, 548), (651, 549)
Frame 65: (0, 0), (0, 0), (0, 0), (0, 0), (654, 303), (615, 330), (663, 331), (600, 375), (683, 372), (594, 410), (692, 391), (618, 414), (650, 415), (627, 489), (653, 487), (635, 563), (652, 561)
Frame 66 (recovered): (0, 0), (0, 0), (0, 0), (0, 0), (654, 303), (615, 330), (663, 331), (600, 375), (683, 372), (594, 410), (692, 391), (618, 414), (650, 415), (627, 489), (653, 487), (635, 563), (652, 561)
Frame 67: (0, 0), (0, 0), (0, 0), (633, 308), (657, 309), (620, 336), (668, 338), (609, 374), (685, 377), (599, 402), (695, 393), (628, 409), (660, 409), (631, 467), (666, 461), (636, 531), (659, 520)
Frame 68: (0, 0), (0, 0), (0, 0), (0, 0), (657, 314), (623, 340), (668, 342), (610, 380), (687, 382), (597, 411), (692, 393), (628, 410), (658, 410), (633, 467), (663, 463), (636, 532), (657, 525)
Frame 69 (recovered): (0, 0), (0, 0), (0, 0), (0, 0), (657, 314), (623, 340), (668, 342), (610, 380), (687, 382), (597, 411), (692, 393), (628, 410), (658, 410), (633, 467), (663, 463), (636, 532), (657, 525)
Frame 70: (0, 0), (0, 0), (0, 0), (0, 0), (653, 325), (615, 350), (667, 354), (599, 390), (684, 395), (0, 0), (687, 413), (623, 425), (657, 427), (626, 482), (658, 485), (632, 539), (654, 545)
Frame 72: (0, 0), (0, 0), (0, 0), (627, 315), (653, 315), (614, 343), (666, 345), (601, 381), (680, 383), (594, 390), (685, 393), (620, 407), (657, 410), (605, 448), (665, 457), (609, 495), (665, 511)
Frame 73: (0, 0), (0, 0), (0, 0), (624, 310), (649, 310), (611, 336), (661, 338), (599, 371), (679, 376), (595, 390), (683, 393), (620, 405), (654, 405), (617, 457), (661, 456), (625, 512), (664, 510)
Frame 74: (0, 0), (0, 0), (0, 0), (622, 309), (645, 309), (613, 333), (659, 334), (598, 364), (677, 371), (590, 364), (680, 384), (621, 403), (652, 403), (622, 462), (660, 461), (628, 516), (663, 515)
Frame 75: (0, 0), (0, 0), (0, 0), (621, 304), (645, 304), (610, 330), (658, 332), (592, 365), (678, 375), (592, 361), (684, 392), (620, 409), (651, 410), (626, 478), (656, 478), (635, 541), (657, 540)
Frame 76: (0, 0), (0, 0), (0, 0), (620, 305), (649, 305), (609, 333), (660, 334), (591, 367), (678, 373), (588, 363), (678, 392), (617, 405), (651, 406), (622, 468), (654, 473), (628, 525), (654, 535)
Frame 77: (0, 0), (0, 0), (0, 0), (613, 306), (0, 0), (607, 332), (657, 332), (590, 370), (674, 370), (581, 371), (680, 395), (617, 404), (650, 406), (620, 463), (652, 476), (625, 519), (651, 544)
Frame 78: (0, 0), (0, 0), (0, 0), (617, 310), (0, 0), (609, 336), (655, 337), (589, 371), (676, 374), (575, 395), (682, 405), (617, 407), (647, 408), (623, 472), (649, 475), (629, 530), (652, 536)
Frame 79: (0, 0), (0, 0), (0, 0), (616, 316), (640, 315), (605, 342), (653, 340), (591, 381), (674, 380), (576, 408), (679, 412), (620, 413), (649, 410), (627, 481), (646, 469), (644, 539), (649, 518)
Frame 80: (0, 0), (0, 0), (0, 0), (615, 324), (638, 321), (604, 351), (653, 345), (589, 384), (670, 384), (577, 399), (681, 404), (617, 417), (649, 410), (621, 477), (654, 449), (629, 536), (669, 486)
Frame 81: (0, 0), (0, 0), (0, 0), (614, 324), (638, 323), (603, 351), (653, 347), (588, 390), (673, 389), (577, 424), (680, 425), (613, 421), (647, 418), (609, 480), (656, 468), (612, 528), (673, 505)
Frame 82: (0, 0), (0, 0), (0, 0), (0, 0), (640, 321), (604, 348), (652, 346), (592, 384), (673, 383), (584, 411), (683, 417), (613, 415), (646, 413), (608, 464), (657, 455), (607, 507), (665, 496)
Frame 83: (0, 0), (0, 0), (0, 0), (618, 318), (641, 317), (606, 347), (651, 345), (593, 383), (672, 385), (583, 407), (687, 416), (614, 417), (644, 415), (619, 476), (655, 464), (622, 526), (663, 505)
Frame 84: (0, 0), (0, 0), (0, 0), (0, 0), (642, 312), (604, 342), (654, 336), (594, 382), (674, 376), (587, 414), (688, 413), (613, 416), (646, 410), (622, 487), (652, 462), (624, 553), (654, 514)
Frame 85: (0, 0), (0, 0), (0, 0), (0, 0), (647, 309), (612, 334), (658, 333), (594, 375), (676, 371), (582, 413), (695, 406), (619, 409), (647, 409), (624, 479), (645, 479), (630, 546), (637, 548)
Frame 86: (0, 0), (0, 0), (0, 0), (0, 0), (650, 305), (614, 331), (661, 331), (600, 373), (678, 368), (594, 407), (692, 405), (617, 407), (647, 407), (623, 470), (644, 471), (629, 529), (639, 533)
Frame 87: (0, 0), (0, 0), (0, 0), (628, 304), (651, 304), (617, 328), (659, 326), (601, 362), (678, 357), (595, 395), (702, 388), (623, 386), (653, 385), (621, 414), (671, 409), (0, 0), (0, 0)
Frame 88: (0, 0), (0, 0), (0, 0), (627, 306), (651, 306), (613, 332), (664, 330), (605, 372), (678, 372), (596, 404), (699, 407), (617, 400), (653, 398), (617, 446), (669, 437), (619, 496), (671, 481)
Frame 89: (0, 0), (0, 0), (0, 0), (628, 310), (652, 310), (616, 335), (665, 335), (604, 371), (680, 376), (591, 400), (695, 412), (620, 398), (654, 397), (619, 446), (659, 440), (624, 502), (658, 492)
Frame 90: (0, 0), (0, 0), (0, 0), (0, 0), (652, 313), (617, 342), (664, 342), (602, 383), (684, 385), (592, 413), (693, 419), (622, 417), (652, 417), (631, 474), (652, 472), (635, 529), (651, 529)
Frame 91: (0, 0), (0, 0), (0, 0), (627, 317), (652, 317), (614, 344), (665, 346), (601, 383), (683, 388), (598, 405), (691, 417), (621, 416), (654, 416), (630, 473), (656, 471), (637, 529), (649, 527)
Frame 92: (0, 0), (0, 0), (0, 0), (625, 320), (651, 320), (611, 349), (664, 348), (599, 390), (682, 391), (596, 405), (689, 420), (621, 421), (655, 421), (626, 479), (657, 480), (633, 536), (651, 540)
Frame 93: (0, 0), (0, 0), (0, 0), (624, 322), (648, 322), (612, 346), (662, 347), (598, 384), (681, 390), (591, 396), (692, 411), (617, 416), (652, 417), (0, 0), (0, 0), (0, 0), (0, 0)
Frame 94: (0, 0), (0, 0), (0, 0), (627, 312), (648, 312), (617, 337), (658, 339), (604, 376), (676, 381), (599, 388), (689, 402), (619, 405), (649, 406), (0, 0), (0, 0), (0, 0), (0, 0)
Frame 95: (0, 0), (0, 0), (0, 0), (624, 311), (647, 310), (613, 339), (662, 339), (601, 376), (679, 383), (596, 385), (674, 405), (621, 406), (655, 405), (615, 462), (662, 457), (619, 517), (669, 511)
Frame 96: (0, 0), (0, 0), (0, 0), (624, 304), (648, 304), (613, 333), (659, 335), (599, 367), (677, 374), (589, 373), (684, 392), (621, 402), (652, 404), (621, 459), (658, 461), (626, 519), (658, 520)
Frame 97 (recovered): (0, 0), (0, 0), (0, 0), (624, 304), (648, 304), (613, 333), (659, 335), (599, 367), (677, 374), (589, 373), (684, 392), (621, 402), (652, 404), (621, 459), (658, 461), (626, 519), (658, 520)
Frame 101: (0, 0), (0, 0), (0, 0), (617, 316), (640, 314), (606, 346), (653, 343), (595, 382), (671, 384), (581, 398), (680, 416), (616, 409), (648, 406), (616, 456), (655, 444), (625, 508), (661, 488)
Frame 102: (0, 0), (0, 0), (0, 0), (617, 320), (640, 318), (606, 351), (654, 345), (595, 386), (670, 385), (578, 394), (680, 412), (617, 417), (650, 412), (614, 467), (656, 449), (624, 532), (660, 502)
Frame 103: (0, 0), (0, 0), (0, 0), (0, 0), (643, 319), (604, 352), (656, 346), (592, 388), (672, 390), (584, 408), (681, 423), (617, 423), (651, 416), (623, 488), (652, 459), (630, 553), (660, 505)
Frame 104: (0, 0), (0, 0), (0, 0), (0, 0), (644, 323), (608, 352), (653, 347), (593, 388), (671, 388), (583, 412), (685, 422), (617, 420), (648, 415), (620, 472), (656, 451), (627, 525), (667, 489)
Frame 105: (0, 0), (0, 0), (0, 0), (618, 320), (642, 319), (608, 347), (655, 346), (601, 386), (673, 385), (595, 411), (690, 417), (614, 410), (648, 409), (603, 446), (663, 442), (603, 498), (669, 494)
Frame 106: (0, 0), (0, 0), (0, 0), (619, 318), (643, 317), (609, 346), (656, 344), (599, 387), (673, 384), (586, 420), (690, 411), (615, 412), (650, 411), (605, 453), (661, 448), (603, 505), (667, 497)
Frame 107: (0, 0), (0, 0), (0, 0), (0, 0), (651, 313), (609, 342), (665, 340), (602, 381), (681, 384), (598, 402), (702, 418), (614, 408), (656, 406), (594, 452), (663, 443), (595, 513), (665, 503)
Frame 108: (0, 0), (0, 0), (0, 0), (626, 311), (653, 310), (617, 338), (665, 337), (608, 377), (683, 379), (599, 404), (703, 413), (622, 411), (657, 409), (608, 453), (666, 445), (606, 509), (664, 497)
Frame 109: (0, 0), (0, 0), (0, 0), (0, 0), (655, 310), (616, 336), (669, 338), (602, 372), (690, 380), (602, 385), (707, 415), (618, 408), (658, 409), (587, 436), (669, 440), (578, 489), (669, 499)
Frame 110: (0, 0), (0, 0), (0, 0), (0, 0), (661, 314), (617, 339), (674, 344), (600, 369), (695, 385), (604, 374), (715, 421), (615, 408), (658, 411), (583, 436), (670, 443), (570, 494), (667, 514)
Frame 111: (0, 0), (0, 0), (0, 0), (632, 316), (664, 316), (620, 346), (683, 351), (597, 390), (702, 395), (597, 403), (718, 432), (623, 424), (669, 430), (590, 448), (670, 478), (582, 506), (665, 563)
Frame 112: (0, 0), (0, 0), (0, 0), (641, 330), (670, 333), (626, 359), (688, 365), (609, 404), (709, 407), (598, 429), (723, 442), (626, 437), (671, 443), (596, 448), (675, 470), (588, 514), (670, 555)
Frame 113: (0, 0), (0, 0), (0, 0), (642, 337), (672, 337), (629, 368), (686, 370), (613, 414), (708, 414), (606, 440), (719, 450), (638, 449), (674, 451), (647, 512), (673, 517), (652, 576), (669, 587)
Frame 114: (0, 0), (0, 0), (0, 0), (640, 340), (670, 340), (627, 370), (685, 373), (611, 417), (706, 417), (603, 438), (719, 449), (635, 455), (673, 458), (641, 523), (674, 536), (645, 586), (667, 609)
Frame 115: (0, 0), (0, 0), (0, 0), (636, 336), (667, 336), (624, 370), (684, 371), (607, 420), (704, 419), (602, 444), (716, 451), (632, 454), (672, 456), (636, 521), (679, 529), (633, 590), (673, 607)
Frame 116: (0, 0), (0, 0), (0, 0), (0, 0), (662, 333), (620, 368), (678, 368), (603, 418), (703, 416), (597, 446), (720, 452), (624, 456), (664, 457), (623, 520), (681, 527), (614, 588), (681, 605)
Frame 117: (0, 0), (0, 0), (0, 0), (620, 325), (652, 323), (606, 365), (669, 362), (588, 415), (693, 411), (604, 430), (720, 448), (620, 457), (663, 459), (629, 535), (687, 542), (616, 609), (682, 626)
Frame 118: (0, 0), (0, 0), (0, 0), (613, 321), (645, 320), (594, 362), (654, 359), (572, 417), (680, 406), (582, 438), (719, 447), (609, 463), (650, 465), (630, 526), (686, 537), (606, 603), (673, 627)
Frame 119: (0, 0), (0, 0), (0, 0), (602, 324), (634, 325), (588, 353), (647, 357), (556, 399), (674, 400), (522, 447), (702, 439), (607, 453), (646, 458), (621, 528), (669, 544), (596, 612), (666, 637)
Frame 120: (0, 0), (0, 0), (0, 0), (0, 0), (632, 338), (583, 363), (644, 373), (545, 400), (667, 414), (514, 432), (708, 456), (607, 466), (646, 476), (620, 532), (656, 567), (595, 607), (645, 667)
Frame 121: (0, 0), (0, 0), (0, 0), (0, 0), (634, 352), (591, 368), (637, 388), (547, 396), (650, 436), (514, 428), (676, 473), (604, 477), (631, 488), (611, 555), (645, 582), (591, 640), (638, 678)
Frame 122: (0, 0), (0, 0), (0, 0), (0, 0), (627, 364), (585, 385), (631, 398), (542, 415), (639, 450), (510, 412), (684, 494), (598, 494), (628, 504), (617, 564), (659, 593), (589, 630), (662, 680)
Frame 123: (0, 0), (0, 0), (0, 0), (0, 0), (628, 369), (591, 400), (627, 414), (0, 0), (625, 473), (0, 0), (666, 519), (586, 514), (614, 528), (607, 567), (650, 614), (572, 619), (646, 705)
Frame 124: (0, 0), (0, 0), (0, 0), (0, 0), (641, 385), (603, 408), (622, 419), (0, 0), (595, 472), (0, 0), (612, 528), (578, 504), (599, 518), (602, 554), (650, 607), (570, 586), (646, 684)
Frame 125: (652, 402), (0, 0), (649, 396), (0, 0), (636, 400), (620, 430), (607, 432), (0, 0), (558, 483), (0, 0), (576, 552), (601, 530), (595, 535), (655, 590), (658, 595), (0, 0), (631, 653)
Frame 126: (0, 0), (0, 0), (0, 0), (617, 395), (655, 397), (607, 427), (652, 430), (558, 473), (0, 0), (530, 482), (0, 0), (601, 546), (635, 552), (613, 613), (662, 644), (572, 636), (0, 0)
Frame 127: (0, 0), (0, 0), (0, 0), (0, 0), (656, 410), (601, 435), (652, 448), (561, 469), (0, 0), (541, 470), (0, 0), (592, 554), (629, 565), (591, 587), (673, 621), (553, 620), (670, 677)
Frame 128: (0, 0), (0, 0), (0, 0), (624, 405), (661, 416), (599, 437), (657, 464), (560, 476), (667, 529), (0, 0), (0, 0), (580, 571), (622, 587), (601, 612), (689, 650), (566, 632), (682, 690)
Frame 129: (0, 0), (0, 0), (0, 0), (621, 416), (0, 0), (610, 450), (662, 460), (558, 493), (616, 485), (0, 0), (0, 0), (588, 576), (633, 587), (581, 598), (689, 647), (544, 619), (712, 699)
Frame 130: (0, 0), (0, 0), (0, 0), (625, 420), (0, 0), (620, 459), (666, 463), (559, 487), (0, 0), (542, 485), (0, 0), (602, 582), (644, 585), (568, 573), (669, 596), (543, 635), (697, 671)
Frame 131 (recovered): (0, 0), (0, 0), (0, 0), (625, 420), (0, 0), (620, 459), (666, 463), (559, 487), (0, 0), (542, 485), (0, 0), (602, 582), (644, 585), (568, 573), (669, 596), (543, 635), (697, 671)
